,type_sol,classe_age,classe_hauteur,classe_circonference,vigueur_pousse,plaie_collet,fissure_tronc,plaie_tronc,fissure_houppier,bois_mort_houppier,plaie_houppier,prescription_1,prescription_2,prescription_3,type_delai_1,type_delai_2,ID_ARBRE,commune,quartier,site,cote_voirie,genre_arbre,espece_arbre,situation,port_arbre,champignon_collet,insecte_collet,observation_collet,champignon_tronc,insecte_tronc,rejet_tronc,tuteurage_arbre,canisse_arbre,observation_tronc,champignon_houppier,insecte_houppier,ecorce_incluse_houppier,observation_houppier,contrainte,date_diagnostic,observation_travaux,matricule_arbre,controle,surf_permeable,date_plantation,hauteur,diametre,circonference (en cm),esperance_maintien,Long,Lat,classification_diagnostic
583,Gr,A,H2,C3,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,rg,,,,b,78551-Arbres-584,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/25,,7,,1.0,1980,600,66.84507609859604,105,1.0,2.098,48.895,C2
330,Gr,J,H2,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,RC,,,b,78551-Arbres-331,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Angustifolia - L. - Raywood,Alignement,L,Non,Non,,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/11/18,,32,,1.0,2019,600,19.09859317102744,30,1.0,2.069,48.897,C1
236,MA,A,H3,C4,P,RCPPL,TPF,TPLS,HPF ,HBMI ,HPLS,,,,,,78551-Arbres-237,Saint Germain en Laye,Quartier 3 - Lycée International,Rue de Boufflers,,Koelreuteria, Paniculata - Laxm. -  ,Bosquet,L,Non,Non,Cépée,Non,Non,Non,Non,Non,Autres,Non,Non,Non,,Non,2020/11/16,,3,,100.0,1990,1400,101.85916357881302,160,1.0,2.073,48.899,C2
182,MA,A,H1,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-183,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/16,,38,,4.0,2000,500,35.01408748021697,55,1.0,2.067,48.9,C1
222,GR,A,H1,C1,P,RCPPL,TPF,TPLNC,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-223,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/13,,24,,4.0,2000,500,31.830988618379067,50,1.0,2.066,48.9,C2
57,GR,A,H1,C2,P,RCPLNC,TPF,TPLNC,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-058,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,RN13,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,Choc collet,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/23,,6,,4.0,2000,500,38.19718634205488,60,1.0,2.064,48.901,C2
143,S,JA,H2,C1,P,RCPLNC,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-144,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Turgot,,Corylus, Colurna - L. -  ,Alignement,SL,Non,Non,Racine apparente,Non,Non,Non,Non,Non,Problème de coupe,Non,Non,Non,,Non,2020/10/20,coté cimetière ligne électrique,21,,1.5,2010,700,31.830988618379067,50,1.0,2.069,48.902,C2
511,MA,A,H2,C3,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-512,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,34,,4.0,1980,800,73.21127382227186,115,2.0,2.085,48.903,C2
98,Gr,J,H1,C1,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-099,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Président Roosevelt,Pair,Ostrya, Carpinifolia - Scop. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/22,,2,,1.0,2010,500,31.830988618379067,50,1.0,2.074,48.899,C2
56,GR,A,H1,C2,P,RCPPL,TPF,TPLC,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-057,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,RN13,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Oui,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/13,,40,,4.0,2000,500,35.01408748021697,55,1.0,2.069,48.9,C1
519,MA,JA,H2,C1,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-520,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,Échaudure ,Non,Non,Non,,Non,2020/11/24,,42,,4.0,2010,800,31.830988618379067,50,2.0,2.084,48.904,C2
513,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-514,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,36,,4.0,1980,800,63.66197723675813,100,2.0,2.085,48.903,C2
452,MA,A,H2,C3,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-453,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,23,,4.0,1980,800,73.21127382227186,115,2.0,2.085,48.903,C2
291,Gr,J,H1,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-292,Saint Germain en Laye,Quartier 6 - Hôpital,Rue Léon Désoyer,,Ostrya, Carpinifolia - Scop. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/22,,35,,1.0,2010,500,35.01408748021697,55,1.0,2.081,48.9,C2
589,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,rg,,,,b,78551-Arbres-590,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Axe 3 Mort 2M Nord,Non,2020/11/25,,13,,1.0,1980,600,44.563384065730695,70,1.0,2.098,48.896,C2
163,MA,A,H1,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-164,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Oui,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/16,,19,,4.0,2000,500,35.01408748021697,55,1.0,2.065,48.9,C1
107,Gr,J,H1,C1,P,RCPPL,TPF,TPLC,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-108,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Président Roosevelt,Pair,Ostrya, Carpinifolia - Scop. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/22,,11,,1.0,2010,500,28.64788975654116,45,1.0,2.076,48.9,C2
652,MA,JA,H2,C2,PP,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLNC,tsbm,,,,b,78551-Arbres-653,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,Pair,Acer, Platanoides -   - Columnare,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Affaiblissement physiologique important,Non,2020/12/16,,32,,3.0,2000,700,54.11268065124442,85,3.0,2.069,48.901,C3
371,Gr,JA,H1,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,rg,,b,78551-Arbres-372,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Pair,Prunus, sp. -  - ,Alignement,L,Non,Non, Racine apparente,Non,Non,Non,Non,Non,Échaudure ,Non,Non,Non,,Non,2020/11/18,,22,,1.0,2010,250,44.563384065730695,70,1.0,2.072,48.896,C2
461,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-462,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,32,,4.0,1980,800,57.29577951308232,90,2.0,2.083,48.904,C2
476,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-477,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,47,,4.0,1980,800,50.92958178940651,80,2.0,2.082,48.905,C2
246,CS,J,H2,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,,,b,b,78551-Arbres-247,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,RN13,Impair,Tilia, sp. -   -  ,Alignement,L,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/16,,71,,3.0,2015,600,25.464790894703256,40,1.0,2.074,48.899,C1
679,S,J,H1,C1,PP,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,RT,,,,b,78551-Arbres-680,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Bastiat,Impair,Acer, Platanoides -   - Columnare,Alignement,SL,Non,Non,,Non,Non,Non,T2:Bipode,Non,,Non,Non,Non,Allongement des branches,Non,2020/12/16,,4,,1.0,2015,500,15.915494309189532,25,3.0,2.072,48.902,C2
24,Gr,J,H1,C1,PP,RCPPL,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-025,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Place Christiane Frahier,,Tilia, Platyphyllos -  - Flamme du Vercor,Alignement,SL,Non,Non,Bidime,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/10/21,,4,,0.0,2015,400,28.64788975654116,45,3.0,2.074,48.903,C1
424,GR,J,H2,C2,P,RCPLS,TPF,TPLC,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-425,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Square Giraud Teulon,,Aesculus, sp. -   -  ,Groupe,L,Non,Non,Racine de surface abimée,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/27,,4,,1.0,2010,600,63.66197723675813,100,1.0,2.097,48.894,C1
483,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-484,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,6,,4.0,1980,800,47.7464829275686,75,2.0,2.086,48.902,C2
694,CS,A,H2,C2,MP,RCPPL,TPF,TPLNC,HPF ,HPBM ,HPPL,ab,,,,a,78551-Arbres-695,Saint Germain en Laye,Quartier 7 - Debussy - Schnapper,Bois Schnapper,,Acer, Pseudoplatanus - L. -  ,Bosquet,L,Non,Non,,Non,Non,Non,Non,Non,Cavité ouverte ,Non,Non,Non,Axe 3 Mort 2M Nord,Oui,2020/12/15,accès difficile,6,,100.0,1990,1000,44.563384065730695,70,4.0,2.089,48.888,C5
285,Gr,J,H1,C1,P,RCPLS,TPF,TPLNC,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-286,Saint Germain en Laye,Quartier 6 - Hôpital,Rue Léon Désoyer,,Ostrya, Carpinifolia - Scop. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/22,,29,,1.0,2010,500,31.830988618379067,50,1.0,2.08,48.9,C2
459,MA,A,H2,C3,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-460,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,30,,4.0,1980,800,66.84507609859604,105,2.0,2.084,48.904,C2
558,Gr,A,H1,C1,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-559,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non, Racine apparente,Non,Non,Non,Non,Non,Échaudure ,Non,Non,Non,,Non,2020/11/24,,18,,1.0,2000,500,31.830988618379067,50,1.0,2.097,48.896,C2
602,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-603,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/25,,26,,1.0,1980,600,54.11268065124442,85,1.0,2.098,48.897,C2
441,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLNC,,,,,,78551-Arbres-442,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Axe 3 Mort 2M Nord,Non,2020/11/23,,12,,4.0,1980,800,57.29577951308232,90,2.0,2.085,48.903,C3
568,P,A,H1,C2,P,RCPPL,TPF,TPLNC,HPF ,HPBM ,HPLS,tdg,,,,a,78551-Arbres-569,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Place des Combattants,,Magnolia, x Soulangena - Soul. Bod - Heaven Scent,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,Cavité ouverte ,Non,Non,Non,Axe2 dépassement dans la résidence mitoyenne,Oui,2020/11/24,,4,,4.0,2000,500,35.01408748021697,55,1.0,2.098,48.896,C3
635,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-636,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/25,,25,,1.0,1980,600,60.47887837492023,95,1.0,2.099,48.896,C2
350,Gr,JA,H1,C1,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-351,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Pair,Carpinus, Betulus - L. -  ,Isolé,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/18,,1,,1.0,2010,500,31.830988618379067,50,1.0,2.072,48.893,C1
504,MA,A,H2,C3,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-505,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,27,,4.0,1980,800,66.84507609859604,105,2.0,2.085,48.903,C2
677,S,J,H1,C1,PP,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,RT,RC,,,b,78551-Arbres-678,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Bastiat,Impair,Fraxinus, Angustifolia -  - Oxycarpa 'Raywood',Alignement,SL,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,Allongement des branches,Non,2020/12/18,Branches mitoyennes genantes,2,,1.0,2019,500,19.09859317102744,30,2.0,2.072,48.902,C2
674,MA,J,H1,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-675,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,Impair,Fraxinus, Angustifolia -  - Oxycarpa 'Raywood',Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/12/16,,11,,3.0,2015,500,25.464790894703256,40,1.0,2.071,48.901,C1
174,MA,A,H1,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-175,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/16,,30,,4.0,2000,500,35.01408748021697,55,1.0,2.066,48.9,C1
72,MA,JA,H2,C2,P,RCPPL,TPF,TPLC,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-073,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,,Corylus, Colurna - L. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/19,coté cimetière ligne électrique,5,,20.0,2010,700,35.01408748021697,55,1.0,2.064,48.901,C1
256,S,A,H1,C3,P,RCPPL,TPF,TPLNC,HPF ,HPBM ,HPLNC,tac,,,,b,78551-Arbres-257,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Prunus, Cerasifera - Ehrh. - Pissardi,Alignement,A,Non,Non,,Non,Non,Non,Non,Non,,Oui,Non,Non,Phellin du fruitier,Non,2020/10/21,,57,,1.0,2000,500,70.02817496043394,110,2.0,2.072,48.898,C3
275,Gr,JA,H1,C2,MP,RCPPL,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-276,Saint Germain en Laye,Quartier 6 - Hôpital,Avenue Carnot,,Carpinus, Betulus - L. -  ,Groupe,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Affaiblissement physiologique important,Non,2020/10/22,,1,,1.0,2000,500,44.563384065730695,70,1.0,2.082,48.9,C2
314,Gr,J,H1,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,RC,,,b,78551-Arbres-315,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Angustifolia - L. - Raywood,Alignement,L,Non,Non,,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/11/18,,16,,1.0,2018,500,22.281692032865347,35,1.0,2.067,48.896,C1
673,MA,J,H2,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-674,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,Impair,Fraxinus, Angustifolia -  - Oxycarpa 'Raywood',Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/12/16,,10,,3.0,2015,700,28.64788975654116,45,1.0,2.071,48.901,C1
196,MA,JA,H1,C1,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-197,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,Tuteur de formation,Non,2020/11/16,,54,,4.0,2015,500,25.464790894703256,40,1.0,2.069,48.899,C1
259,Gr,JA,H2,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-260,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Americana -  - Autumn Applause,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Réitération traumatique,Non,2020/10/21,,60,,1.0,2010,700,44.563384065730695,70,1.0,2.074,48.897,C2
575,MA,JA,H1,C1,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-576,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue Thiers,,Cercis, Siliquastrum - L. -  ,Isolé,L,Non,Non,,Non,Non,Non,Non,Non,Autres,Non,Non,Non,,Non,2020/11/24,,5,,20.0,2010,400,19.09859317102744,30,1.0,2.101,48.898,C2
605,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-606,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/25,,29,,1.0,1980,600,54.11268065124442,85,1.0,2.098,48.897,C2
200,MA,A,H1,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-201,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/16,,58,,4.0,2000,500,35.01408748021697,55,1.0,2.069,48.899,C1
339,Gr,J,H2,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,RC,,,b,78551-Arbres-340,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Angustifolia - L. - Raywood,Alignement,L,Non,Non,,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/11/18,,41,,1.0,2019,600,15.915494309189532,25,1.0,2.07,48.898,C1
466,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-467,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,37,,4.0,1980,800,63.66197723675813,100,2.0,2.083,48.904,C2
74,S,J,H2,C1,P,RCPLNC,TPF,TPPL,HPF ,HPBM ,HPPL,tfo,RT,RC,,b,78551-Arbres-075,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,,Corylus, Colurna - L. -  ,Alignement,SL,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/10/19,coté cimetière ligne électrique,7,,1.5,2019,700,15.915494309189532,25,1.0,2.065,48.901,C2
123,S,J,H1,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPPL,tfo,RT,RC,,b,78551-Arbres-124,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Turgot,,Corylus, Colurna - L. -  ,Alignement,SL,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/10/19,coté cimetière ligne électrique,1,,1.5,2010,400,15.915494309189532,25,1.0,2.067,48.901,C1
60,GR,A,H1,C2,P,RCPPL,TPF,TPLC,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-061,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,RN13,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Oui,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/13,,42,,4.0,2000,500,35.01408748021697,55,1.0,2.069,48.9,C1
80,S,JA,H2,C2,P,RCPLC,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-081,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,,Corylus, Colurna - L. -  ,Alignement,SL,Non,Non,Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/19,coté cimetière ligne électrique,13,,1.5,2010,700,35.01408748021697,55,1.0,2.065,48.901,C2
216,GR,A,H1,C1,P,RCPPL,TPF,TPLC,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-217,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/13,,18,,4.0,2000,500,31.830988618379067,50,1.0,2.066,48.9,C2
356,Gr,JA,H1,C1,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-357,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Pair,Carpinus, Betulus - L. -  ,Alignement,SL,Non,Non, Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/18,,7,,1.0,2010,500,31.830988618379067,50,1.0,2.072,48.894,C1
388,S,JA,H2,C1,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-389,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,Carpinus, Betulus - L. -  ,Alignement,L,Non,Non,Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/19,,17,,1.0,2010,800,31.830988618379067,50,1.0,2.072,48.894,C2
26,Gr,J,H1,C1,PP,RCPPL,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-027,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Place Christiane Frahier,,Tilia, Platyphyllos -  - Flamme du Vercor,Alignement,SL,Non,Non,Bidime,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/10/21,,6,,0.0,2015,400,28.64788975654116,45,3.0,2.074,48.903,C1
493,MA,A,H2,C3,P,RCPLS,TPF,TPLS,HPF ,HBMI ,HPLS,,,,,,78551-Arbres-494,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Branches cassées ,Non,2020/11/24,,16,,4.0,1980,800,89.12676813146139,140,2.0,2.086,48.902,C2
260,Gr,JA,H2,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-261,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Americana -  - Autumn Applause,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/21,,61,,1.0,2010,700,35.01408748021697,55,1.0,2.074,48.897,C2
